CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT;MEDV
6.341217714472625e-06;0.18;0.08327325162220621;0.0;0.002103237335899375;0.46808510638297873;0.6416065911431514;0.26920313906646415;0.0;0.399247249565721;0.03220897793558205;0.9999999999999999;0.09944920440636475;0.4050343249427918
2.740168604149484e-05;0.0;0.25486661860129783;0.0;0.0011547185373565185;0.44416834912253444;0.7826982492276005;0.34896198019441843;0.0015037593984962407;0.32107701215981477;0.038549327922901354;0.9999999999999999;0.22674418604651164;0.3501144164759726
2.7381618896828786e-05;0.0;0.25486661860129783;0.0;0.0011547185373565185;0.5628203137133094;0.5993820803295572;0.34896198019441843;0.0015037593984962407;0.32107701215981477;0.038549327922901354;0.9897372535175752;0.07037943696450429;0.6498855835240275
3.247867364200615e-05;0.0;0.07858687815428986;0.0;0.0010035053955598323;0.5337785370399131;0.44181256436663235;0.44854458983895457;0.0030075187969924814;0.2921250723798495;0.0408318539183363;0.9942760603156993;0.03702570379436965;0.620137299771167
6.928181695954665e-05;0.0;0.07858687815428986;0.0;0.0010035053955598323;0.5569187762074856;0.5283213182286303;0.44854458983895457;0.0030075187969924814;0.2921250723798495;0.0408318539183363;0.9999999999999999;0.11015911872705018;0.6842105263157895
2.9950213414083524e-05;0.0;0.07858687815428986;0.0;0.0010035053955598323;0.44556608168970324;0.5746652935118435;0.44854458983895457;0.0030075187969924814;0.2921250723798495;0.0408318539183363;0.9929900650562308;0.10648714810281516;0.5125858123569794
8.858641012828925e-05;0.125;0.2837058399423216;0.0;0.001910784246339955;0.3806491691256405;0.6560247167868176;0.4029226418354263;0.006015037593984963;0.42096120440069484;0.031955363936089276;0.9967219728680217;0.32741738066095466;0.37986270022883295
0.00014503528807389526;0.125;0.2837058399423216;0.0;0.001910784246339955;0.4054977480975306;0.9598352214212151;0.43838718184215547;0.006015037593984963;0.42096120440069484;0.031955363936089276;0.9999999999999999;0.533047735618115;0.4759725400457666
0.0002119491819628477;0.125;0.2837058399423216;0.0;0.001910784246339955;0.3214784904488275;1.0;0.4503541907264775;0.006015037593984963;0.42096120440069484;0.031955363936089276;0.9741035856573705;0.8629130966952264;0.23340961098398172
0.0001706108639507793;0.125;0.2837058399423216;0.0;0.001910784246339955;0.3794067401770461;0.8547888774459321;0.49673089688912336;0.006015037593984963;0.42096120440069484;0.031955363936089276;0.9743053104039537;0.4703182374541004;0.2883295194508009
0.0002256450081974286;0.125;0.2837058399423216;0.0;0.001910784246339955;0.43733498990526476;0.94129763130793;0.4744155171002737;0.006015037593984963;0.42096120440069484;0.031955363936089276;0.988955570124565;0.5728274173806609;0.1990846681922197
0.00011786437419606001;0.125;0.2837058399423216;0.0;0.001910784246339955;0.3801832582699177;0.82389289392379;0.4635033509443571;0.006015037593984963;0.42096120440069484;0.031955363936089276;0.9999999999999999;0.3531211750305997;0.2883295194508009
9.40948413391207e-05;0.125;0.2837058399423216;0.0;0.001910784246339955;0.36154682404100014;0.3717816683831102;0.3929561967463558;0.006015037593984963;0.42096120440069484;0.031955363936089276;0.983862020273337;0.4277845777233782;0.3524027459954233
0.0006318742512446645;0.0;0.2934390771449171;0.0;0.002103237335899375;0.37086504115545893;0.6065911431513903;0.32535532741045203;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9999999999999999;0.1998164014687882;0.3226544622425629
0.0006401017805577462;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3936946730858829;0.8403707518022657;0.30302176067800923;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9574360784709264;0.261015911872705;0.2723112128146453
0.0006294962946017374;0.0;0.2934390771449171;0.0;0.002103237335899375;0.35300512501941295;0.5520082389289392;0.3063590648273604;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9967724040546674;0.2062423500611995;0.3112128146453089
0.10574682888946414;0.0;0.2934390771449171;0.0;0.002103237335899375;0.36869079049541853;0.2718846549948507;0.3063590648273604;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9746583287104746;0.14840881272949819;0.38443935926773454
0.0007868327423559228;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3772324895170057;0.811534500514933;0.2844710782129509;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9744061727772455;0.39596083231334145;0.2562929061784897
0.0008054048847443546;0.0;0.2934390771449171;0.0;0.002103237335899375;0.2943003571983227;0.34706488156539655;0.24251379934345135;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.7278985324524686;0.30477356181150544;0.3180778032036613
0.0007282366799310492;0.0;0.2934390771449171;0.0;0.002103237335899375;0.33638763783196146;0.685890834191555;0.24251379934345135;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.984996721972868;0.29222766217870255;0.2723112128146453
0.12559925510758999;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3120049697157944;0.98043254376931;0.24264110794860366;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9487366987745222;0.5902692778457772;0.16704805491990848
0.0008549004970631733;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3733498990526479;0.8887744593202884;0.2621375114805081;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9889807857178878;0.3702570379436964;0.30434782608695654
0.1236607689328493;0.0;0.2934390771449171;0.0;0.002103237335899375;0.4008386395403013;0.9145211122554068;0.2589184224645127;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9999999999999999;0.5198898408812729;0.2036613272311213
0.0009917483901133192;0.0;0.2934390771449171;0.0;0.002103237335899375;0.34974374902935235;1.0;0.2696759995998872;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.994049119975793;0.5553855569155446;0.18764302059496568
0.0007527787978576316;0.0;0.2934390771449171;0.0;0.002103237335899375;0.36698245069110114;0.9392378990731204;0.29735652774872917;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9935195925160119;0.44583843329253364;0.21281464530892447
0.000843361888880193;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3165087746544495;0.8527291452111225;0.30235793723685767;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.764284633617429;0.4522643818849449;0.17391304347826086
0.0006741657586283705;0.0;0.2934390771449171;0.0;0.002103237335899375;0.34974374902935235;0.9001029866117405;0.3230364921023197;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9495183821675324;0.40024479804161567;0.2356979405034325
0.0009589787428736553;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3860847957757415;0.8846549948506693;0.3022488155752985;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.7717484492410106;0.47582619339045285;0.19450800915331812
0.0007755851077706004;0.0;0.2934390771449171;0.0;0.002103237335899375;0.45566081689703375;0.9423274974253347;0.3023670307086542;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9774068283826719;0.3387392900856793;0.2768878718535469
0.10058154585242221;0.0;0.2934390771449171;0.0;0.002103237335899375;0.4834601646218355;0.8692070030895983;0.282752412043394;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9579656059307076;0.3136474908200734;0.33638443935926776
0.11346063929909476;0.0;0.2934390771449171;0.0;0.002103237335899375;0.33421338717192106;0.9392378990731204;0.2822068037355982;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9073831257249484;0.6386168910648715;0.14645308924485123
0.13592681110997398;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3899673862400993;1.0;0.2769325900935718;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9491401482676888;0.34608323133414925;0.18764302059496568
0.1392649806251718;0.0;0.2934390771449171;0.0;0.002103237335899375;0.37102034477403323;0.8146240988671473;0.26010966726986695;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.5857078017045741;0.7949816401468788;0.15789473684210525
0.11555865927393057;0.0;0.2934390771449171;0.0;0.002103237335899375;0.33234974374902926;0.9485066941297631;0.24166810646636777;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.9038529426597407;0.5085679314565483;0.15560640732265446
0.16182346130151487;0.0;0.2934390771449171;0.0;0.002103237335899375;0.3936946730858829;0.9680741503604532;0.2391764951941001;0.004511278195488722;0.4151708164447019;0.046664975906670056;0.6253214988148671;0.5694614443084455;0.1647597254004577
6.43854336610298e-05;0.0;0.21485219899062727;0.0;0.0015671180149838477;0.3683801832582698;0.6725025746652935;0.20284807536669425;0.006015037593984963;0.3746381007527505;0.042099923915800155;0.9999999999999999;0.2432680538555691;0.2883295194508009
9.776712881300832e-05;0.0;0.21485219899062727;0.0;0.0015671180149838477;0.35409225034943304;0.6024716786817713;0.2044485264028954;0.006015037593984963;0.3746381007527505;0.042099923915800155;0.9512330425134904;0.2962056303549571;0.3135011441647597
8.040904867687282e-05;0.0;0.21485219899062727;0.0;0.0015671180149838477;0.35548998291660194;0.39752832131822863;0.2550355100073657;0.006015037593984963;0.3746381007527505;0.042099923915800155;0.9999999999999999;0.21542227662178698;0.33638443935926776
0.0001756376836896255;0.0;0.21485219899062727;0.0;0.0015671180149838477;0.3735052026712221;0.28115345005149334;0.2471332830161227;0.006015037593984963;0.3746381007527505;0.042099923915800155;0.99125018911695;0.25703794369645044;0.42105263157894735
2.772276035615168e-05;0.75;0.10634462869502526;0.0;0.0005911059179325041;0.4711911787544649;0.1946446961894954;0.3884276477916504;0.0030075187969924814;0.33555298204979733;0.03981739792036521;0.9967976196479903;0.07925336597307221;0.5606407322654462
3.3702769466635364e-05;0.75;0.10634462869502526;0.0;0.0005911059179325041;0.537816431122845;0.13285272914521115;0.3884276477916504;0.0030075187969924814;0.33555298204979733;0.03981739792036521;0.9967724040546674;0.007649938800489593;0.6544622425629291
0.00012786784581208724;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.4983693120049697;0.0;0.41750857059716834;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9710272832719755;0.09516523867809056;0.46453089244851264
0.00014197504851232222;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.4050318372418077;0.03810504634397528;0.41750857059716834;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9658833022341016;0.12484700122399019;0.4347826086956522
0.0001598950086991072;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.4115545892219288;0.03707518022657055;0.41750857059716834;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9938473952292097;0.17472460220318237;0.42105263157894735
0.00012310189895389974;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.3895014753843764;0.3820803295571576;0.41750857059716834;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9810630894144939;0.2392900856793146;0.34096109839816935
0.0001719954969327369;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.32939897499611737;0.31822863027806386;0.3610835780992825;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9999999999999999;0.2594859241126071;0.29748283752860416
0.0001889923684648835;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.34555055132784585;0.31307929969104015;0.3610835780992825;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9999999999999999;0.38004895960832313;0.3135011441647597
0.0002300397128792941;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.3834446342599782;0.850669412976313;0.41464412698124015;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9895103131776691;0.5223378212974296;0.2356979405034325
0.0002547223008185388;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.2854480509395869;0.9515962924819773;0.43106693704589477;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9999999999999999;0.8898408812729497;0.1853546910755149
0.0002205078191629191;0.0;0.24909877433309305;0.0;0.0008660389030173896;0.3169746855101724;0.6086508753861998;0.45086342514708694;0.0030075187969924814;0.3080486392588304;0.03880294192239412;0.9999999999999999;0.44277845777233776;0.2997711670480549
8.902788731094241e-05;0.21;0.20331651045421775;0.0;0.0007423190597291912;0.37303929181549933;0.44078269824922767;0.5169729651083488;0.004511278195488722;0.322524609148813;0.03601318792797363;0.99662111049473;0.3586291309669522;0.30663615560640733
4.351560320833509e-05;0.21;0.20331651045421775;0.0;0.0007423190597291912;0.3966454418387948;0.6189495365602471;0.5169729651083488;0.004511278195488722;0.322524609148813;0.03601318792797363;0.9926118311563872;0.2356181150550795;0.32494279176201374
5.3779947705021e-05;0.21;0.20331651045421775;0.0;0.0007423190597291912;0.45814567479422275;0.18743563336766222;0.5169729651083488;0.004511278195488722;0.322524609148813;0.03601318792797363;0.9999999999999999;0.10862913096695227;0.4279176201372997
4.997722379080403e-05;0.21;0.20331651045421775;0.0;0.0007423190597291912;0.3784749184656002;0.19052523171987643;0.5169729651083488;0.004511278195488722;0.322524609148813;0.03601318792797363;0.9999999999999999;0.20501835985312117;0.3913043478260869
1.3645658372915775e-05;0.75;0.14419610670511898;0.0;0.00034366623135610643;0.36139152042242584;0.4603501544799177;0.5628949976811648;0.0030075187969924814;0.6496815286624205;0.04691858990616283;0.9999999999999999;0.39993880048959607;0.2883295194508009
1.3154013328597486e-05;0.9;0.04397981254506129;0.0;0.00024743968657639764;0.5727597453020654;0.1956745623069001;0.6881030108485119;0.006015037593984963;0.2979154603358425;0.03880294192239412;0.9975540874476777;0.09424724602203181;0.665903890160183
2.0618991144369057e-05;0.85;0.02667627974044701;0.0;0.00034366623135610643;0.43826681161671066;0.3377960865087539;0.7327519573698043;0.0015037593984962407;0.4238563983786914;0.03728125792543749;0.9999999999999999;0.12362301101591185;0.42105263157894735
